sid,id,Original Item Name,Preprocessed Item Name,category1,category2,cat1|cat2,,,,,,,,
1581,47043,香奈兒雪紡輕紗持久粉蕊-B20,香奈兒雪紡輕紗持久粉蕊B,,,#N/A,,,,,,,,
1582,100951,VT-無脂青紫蘇沙拉醬200ml,VT無脂青紫蘇沙拉醬ml,,,#N/A,,,,,,,,
1583,53320,套餐-石鍋拌飯(豬肉),套餐石鍋拌飯,,,#N/A,,,,,,,,
1584,44468,山頂鳥||戶外休閒服 用品,山頂鳥||戶外休閒服用品,,,#N/A,,,,,,,,
1585,65307,好事來花生 五穀綜合果仁 罐裝(黃) 400克,好事來花生五穀綜合果仁罐裝克,,,#N/A,,,,,,,,
1586,13887,*野村煎豆 美樂圓餅[快樂分享包]4,野村煎豆美樂圓餅,,,#N/A,,,,,,,,
1587,42707,法拉蕊氣泡天然礦泉水750ml,法拉蕊氣泡天然礦泉水ml,,,#N/A,,,,,,,,
1588,65770,SK-II 青春露 160ml,SKII青春露ml,,,#N/A,,,,,,,,
1589,47335,TRAVEL FOX||男仕配件雜貨,TRAVELFO||男仕配件雜貨,,,#N/A,,,,,,,,
1590,6071,德國農家綜合果乾 200G,德國農家綜合果乾G,,,#N/A,,,,,,,,
1591,53373,水根肉乾-經典人氣三入小禮盒,水根肉乾經典人氣三入小禮盒,,,#N/A,,,,,,,,
1592,100617,TOM FORD 時尚氣墊粉餅盒,TOMFORD時尚氣墊粉餅盒,,,#N/A,,,,,,,,
1593,78143,飛尼軟糖（魔毯造型）,飛尼軟糖,,,#N/A,,,,,,,,
1594,98201,紀文一口花枝捲160G,紀文一口花枝捲G,,,#N/A,,,,,,,,
1595,52561,Sangaria白葡萄風味飲,Sangaria白葡萄風味飲,,,#N/A,,,,,,,,
1596,89615,MOISTURIZING SOFT CREAM 100ML/3.4FLOZ,MOISTURIZINGSOFTCREAMMLFLOZ,,,#N/A,,,,,,,,
1597,39549,活泉醒膚保濕精華,活泉醒膚保濕精華,,,#N/A,,,,,,,,
1598,22987,德風,德風,,,#N/A,,,,,,,,
1599,26139,花椒辣腐乳,花椒辣腐乳,,,#N/A,,,,,,,,
1600,21153,驅黑淨白斑點神隱潤色精華-OC20,驅黑淨白斑點神隱潤色精華OC,,,#N/A,,,,,,,,
1601,62453,21MD 晶透特嫩雙星組,MD晶透特嫩雙星組,,,#N/A,,,,,,,,
1602,16060,德意廚房 萊茵風味火腿切片90g,德意廚房萊茵風味火腿切片g,,,#N/A,,,,,,,,
1603,91323,紀州細川梅札14g,紀州細川梅札g,,,#N/A,,,,,,,,
1604,36269,日東抹茶歐蕾10入,日東抹茶歐蕾入,,,#N/A,,,,,,,,
1605,74510,超持妝六色遮瑕盤,超持妝六色遮瑕盤,,,#N/A,,,,,,,,
1606,6866,綾鷹綠茶飲料,綾鷹綠茶飲料,,,#N/A,,,,,,,,
1607,24920,彩妝品,彩妝品,,,#N/A,,,,,,,,
1608,12185,MINI起司6入禮盒,MINI起司入禮盒,,,#N/A,,,,,,,,
1609,93369,好媽媽 月亮蝦餅300±10克,好媽媽月亮蝦餅±克,,,#N/A,,,,,,,,
1610,83454,(綠)P＆G 3Ｄ室內用除臭抗菌洗衣球17入 6盒,P＆GＤ室內用除臭抗菌洗衣球入盒,,,#N/A,,,,,,,,
1611,22329,活力京都||12F催現(日本),活力京都||F催現,,,#N/A,,,,,,,,
1612,77231,學步鞋/雜貨其他,學步鞋雜貨其他,,,#N/A,,,,,,,,
1613,47119,炸魷魚,炸魷魚,,,#N/A,,,,,,,,
1614,45354,烏木與佛手柑 香膏 2.5g,烏木與佛手柑香膏g,,,#N/A,,,,,,,,
1615,9137,Vita Mix小家電||家庭電器,VitaMi小家電||家庭電器,,,#N/A,,,,,,,,
1616,45552,防霉排汗男四角褲,防霉排汗男四角褲,,,#N/A,,,,,,,,
1617,60685,MARELLI||皮鞋,MARELLI||皮鞋,,,#N/A,,,,,,,,
1618,69930,億長御坊便當160元,億長御坊便當元,,,#N/A,,,,,,,,
1619,99635,北日本 迷你洋芋片(薄鹽) 45G,北日本迷你洋芋片G,,,#N/A,,,,,,,,
1620,38116,ZB4674 鋼圈-膚SJ-85-D,ZB鋼圈膚SJD,,,#N/A,,,,,,,,
1621,58681,鹿兒島薩摩越光米,鹿兒島薩摩越光米,,,#N/A,,,,,,,,
1622,84891,八幡屋七味芝麻粉60g,八幡屋七味芝麻粉g,,,#N/A,,,,,,,,
1623,60193,嚐嚐九九精品飄香,嚐嚐九九精品飄香,,,#N/A,,,,,,,,
1624,91130,浴帽,浴帽,,,#N/A,,,,,,,,
1625,104855,KANEBO 保,KANEBO保,,,#N/A,,,,,,,,
1626,53064,*三本麵-濃厚雞汁口味80g,三本麵濃厚雞汁口味g,,,#N/A,,,,,,,,
1627,14040,統一生機( 無折扣),統一生機,,,#N/A,,,,,,,,
1628,48625,齊藤咖啡店-神戶摩卡咖啡80g,齊藤咖啡店神戶摩卡咖啡g,,,#N/A,,,,,,,,
1629,60026,水鳥 水果軟糖,水鳥水果軟糖,,,#N/A,,,,,,,,
1630,96342,成雙,成雙,,,#N/A,,,,,,,,
1631,4022,康乃久-仟軒-炸肉餅.他樓,康乃久仟軒炸肉餅他樓,,,#N/A,,,,,,,,
1632,80461,歌法蒂笑笑牛起司夾心餅 60G,歌法蒂笑笑牛起司夾心餅G,,,#N/A,,,,,,,,
1633,84826,DAISHO柚子鹽調味粉,DAISHO柚子鹽調味粉,,,#N/A,,,,,,,,
1634,101266,燉奶草莓蒟蒻100g,燉奶草莓蒟蒻g,,,#N/A,,,,,,,,
1635,98692,寶可夢成人平面醫用口罩-皮卡丘大臉(,寶可夢成人平面醫用口罩皮卡丘大臉,,,#N/A,,,,,,,,
1636,4388,超高效持妝鐵粉必備組-62,超高效持妝鐵粉必備組,,,#N/A,,,,,,,,
1637,7392,魔幻魅惑系列-柔礦迷光金屬光美妝組,魔幻魅惑系列柔礦迷光金屬光美妝組,,,#N/A,,,,,,,,
1638,56072,SK-II 亮采化粧水,SKII亮采化粧水,,,#N/A,,,,,,,,
1639,31234,獅王抗菌洗衣精補充包1160g,獅王抗菌洗衣精補充包g,,,#N/A,,,,,,,,
1640,33702,鯊魚寶寶造型兒童牙線棒 32入/包,鯊魚寶寶造型兒童牙線棒入包,,,#N/A,,,,,,,,
1641,91269,Asahi 六甲水 2L,Asahi六甲水L,,,#N/A,,,,,,,,
1642,29862,卡斯 馬自拉天然切片乾酪,卡斯馬自拉天然切片乾酪,,,#N/A,,,,,,,,
1643,88169,無雙北極淡艾爾啤酒330ml,無雙北極淡艾爾啤酒ml,,,#N/A,,,,,,,,
1644,7930,調情聖手雞尾酒葡萄,調情聖手雞尾酒葡萄,,,#N/A,,,,,,,,
1645,63096,^原萃冷萃蜜香紅茶寶特450ML,^原萃冷萃蜜香紅茶寶特ML,,,#N/A,,,,,,,,
1646,84007,絕對完美精粹蜜粉-02,絕對完美精粹蜜粉,,,#N/A,,,,,,,,
1647,58491,加州櫻桃,加州櫻桃,,,#N/A,,,,,,,,
1648,106492,吃果籽柳丁鳳梨吸凍,吃果籽柳丁鳳梨吸凍,,,#N/A,,,,,,,,
1649,15118,雅瑪吉 蕎麥麵之友風味醬,雅瑪吉蕎麥麵之友風味醬,,,#N/A,,,,,,,,
1650,98089,屏大薄鹽醬油 710ML,屏大薄鹽醬油ML,,,#N/A,,,,,,,,
1651,18656,21母 絕對完美隔離組,母絕對完美隔離組,,,#N/A,,,,,,,,
1652,90934,特價商品 豬肉 13,特價商品豬肉,,,#N/A,,,,,,,,
1653,44156,Choice,Choice,,,#N/A,,,,,,,,
1654,31678,BDP無鹽奶油,BDP無鹽奶油,,,#N/A,,,,,,,,
1655,7967,安佳低脂切片 250G,安佳低脂切片G,,,#N/A,,,,,,,,
1656,60568,中點,中點,,,#N/A,,,,,,,,
1657,88648,豪德原味無添加鮪魚罐70G*3入,豪德原味無添加鮪魚罐G入,,,#N/A,,,,,,,,
1658,8333,46粒ECLIPSE 易口舒-繽紛野,粒ECLIPSE易口舒繽紛野,,,#N/A,,,,,,,,
1659,93115,瑪卡麗蔻 去籽綠橄欖 355G,瑪卡麗蔻去籽綠橄欖G,,,#N/A,,,,,,,,
1660,100591,Furuta檸檬派195g,Furuta檸檬派g,,,#N/A,,,,,,,,
1661,31862,(吊)卜蜂蒜香黑胡椒雞胸肉,卜蜂蒜香黑胡椒雞胸肉,,,#N/A,,,,,,,,
1662,26902,木村完熟白桃汽水240ML,木村完熟白桃汽水ML,,,#N/A,,,,,,,,
1663,25703,哈瑞寶快樂可樂風味Q軟糖100G,哈瑞寶快樂可樂風味Q軟糖G,,,#N/A,,,,,,,,
1664,61326,丁呂木 壽司皮 四角,丁呂木壽司皮四角,,,#N/A,,,,,,,,
1665,99818,永谷園麵包超人飯友50g,永谷園麵包超人飯友g,,,#N/A,,,,,,,,
1666,93328,火之屋小粒納豆4P,火之屋小粒納豆P,,,#N/A,,,,,,,,
1667,12799,塔香雞塊咖哩飯,塔香雞塊咖哩飯,,,#N/A,,,,,,,,
1668,88162,永瑞隆-永瑞隆-他樓,永瑞隆永瑞隆他樓,,,#N/A,,,,,,,,
1669,3281,義大利帕馬24個月火腿(去骨)7KG,義大利帕馬個月火腿KG,,,#N/A,,,,,,,,
1670,33683,超清爽防護亮白CC霜SPF50+ PA-紫,超清爽防護亮白CC霜SPFPA紫,,,#N/A,,,,,,,,
1671,80855,GOLD-PAK北阿爾卑斯清澄天然水,GOLDPAK北阿爾卑斯清澄天然水,,,#N/A,,,,,,,,
1672,67056,山口栗子琥珀艾爾啤酒330ml,山口栗子琥珀艾爾啤酒ml,,,#N/A,,,,,,,,
1673,43567,【美食地圖高雄站】好評再追加│,好評再追加│,,,#N/A,,,,,,,,
1674,51278,AGF MAXIM醇厚咖啡罐(藍咖),AGFMAIM醇厚咖啡罐,,,#N/A,,,,,,,,
1675,91079,Dr. WEIL青春無敵健康光潤機能水 (Kakao聯名限定版),DrWEIL青春無敵健康光潤機能水,,,#N/A,,,,,,,,
1676,63706,有機杏鮑菇180gf,有機杏鮑菇gf,,,#N/A,,,,,,,,
1677,7932,小宮山歐風捲心酥156g,小宮山歐風捲心酥g,,,#N/A,,,,,,,,
1678,35319,16-8295-D-EP-75,DEP,,,#N/A,,,,,,,,
1679,87274,日正花生粉150G,日正花生粉G,,,#N/A,,,,,,,,
1680,13762,▲雪比繽紛優格-野生種藍莓 280g,▲雪比繽紛優格野生種藍莓g,,,#N/A,,,,,,,,
1681,1040,絲絨玫瑰與沉香 擴香 165ml,絲絨玫瑰與沉香擴香ml,,,#N/A,,,,,,,,
1682,95629,哈瑞寶金熊Q軟糖隨手杯175g,哈瑞寶金熊Q軟糖隨手杯g,,,#N/A,,,,,,,,
1683,61186,藤澤杏仁小魚(40袋),藤澤杏仁小魚,,,#N/A,,,,,,,,
1684,37196,北海十勝魚起司條(68g),北海十勝魚起司條,,,#N/A,,,,,,,,
1685,41074,荷卡廚坊義大利濃湯麵-田園玉米 47,荷卡廚坊義大利濃湯麵田園玉米,,,#N/A,,,,,,,,
1686,103677,KEWPIE美乃滋全素食205g,KEWPIE美乃滋全素食g,,,#N/A,,,,,,,,
1687,14068,綠貝貝迷你小栗南瓜f,綠貝貝迷你小栗南瓜f,,,#N/A,,,,,,,,
1688,16617,美式香酥雞塊,美式香酥雞塊,,,#N/A,,,,,,,,
1689,96408,Miss Dior淡香水,MissDior淡香水,,,#N/A,,,,,,,,
1690,98729,松包子鹹蛋黃奶黃包,松包子鹹蛋黃奶黃包,,,#N/A,,,,,,,,
1691,59550,瑞士全家福脆穀片-蜂蜜口味 350G,瑞士全家福脆穀片蜂蜜口味G,,,#N/A,,,,,,,,
1692,8505,Madam Jan＇s自然原味鮮乳優格,MadamJan＇s自然原味鮮乳優格,,,#N/A,,,,,,,,
1693,91954,白蘆筍,白蘆筍,,,#N/A,,,,,,,,
1694,94127,阿江師 金門手作日曬麵線 原味,阿江師金門手作日曬麵線原味,,,#N/A,,,,,,,,
1695,22338,G拌,G拌,,,#N/A,,,,,,,,
1696,29770,加藤  細切海苔絲8G,加藤細切海苔絲G,,,#N/A,,,,,,,,
1697,39847,SNG格蘭歐蕾咖啡500ml,SNG格蘭歐蕾咖啡ml,,,#N/A,,,,,,,,
1698,30156,MAMA蝦味麵55G,MAMA蝦味麵G,,,#N/A,,,,,,,,
1699,4308,Maruka檸檬味魷魚脆餅80g,Maruka檸檬味魷魚脆餅g,,,#N/A,,,,,,,,
1700,81790,KUHNE 迷你拇指小黃瓜 180G,KUHNE迷你拇指小黃瓜G,,,#N/A,,,,,,,,
1701,36460,波特小姐焦糖風味牛奶軟糖252g,波特小姐焦糖風味牛奶軟糖g,,,#N/A,,,,,,,,
1702,16521,RT義式研磨咖啡 200G,RT義式研磨咖啡G,,,#N/A,,,,,,,,
1703,104518,Avivi,Avivi,,,#N/A,,,,,,,,
1704,2917,彼安特,彼安特,,,#N/A,,,,,,,,
1705,13562,亮采賦活乳,亮采賦活乳,,,#N/A,,,,,,,,
1706,11239,礦泉爽膚卸妝乳 400ML,礦泉爽膚卸妝乳ML,,,#N/A,,,,,,,,
1707,56572,福砂屋長崎蛋糕||一般食品,福砂屋長崎蛋糕||一般食品,,,#N/A,,,,,,,,
1708,47829,丸中 比利時珍珠糖鬆餅,丸中比利時珍珠糖鬆餅,,,#N/A,,,,,,,,
1709,61737,芳詩紙軸棉棒.袋,芳詩紙軸棉棒袋,,,#N/A,,,,,,,,
1710,78866,Aime法式生乳優格(森林莓)140g,Aime法式生乳優格g,,,#N/A,,,,,,,,
1711,88333,Basilur錫蘭紅茶(5產區)20入,Basilur錫蘭紅茶入,,,#N/A,,,,,,,,
1712,88983,優白卸粧霜,優白卸粧霜,,,#N/A,,,,,,,,
1713,4892,迪奧經典五色眼影-689,迪奧經典五色眼影,,,#N/A,,,,,,,,
1714,26127,不倒翁咖哩拉麵100g,不倒翁咖哩拉麵g,,,#N/A,,,,,,,,
1715,15693,法國St Michel瑪德蓮鮮奶雞蛋,法國StMichel瑪德蓮鮮奶雞蛋,,,#N/A,,,,,,,,
1716,93373,泰式打拋雞拌麵(微辣),泰式打拋雞拌麵,,,#N/A,,,,,,,,
1717,31807,德HZ即溶顆粒咖啡,德HZ即溶顆粒咖啡,,,#N/A,,,,,,,,
1718,25715,傑可洋芋片(香辣)110g,傑可洋芋片g,,,#N/A,,,,,,,,
1719,5496,PICKWICK 伯爵茶 40G,PICKWICK伯爵茶G,,,#N/A,,,,,,,,
1720,68869,味丹多喝水 1500ml,味丹多喝水ml,,,#N/A,,,,,,,,
1721,21400,^雅媽吉豚肉野菜火鍋高湯(鰹魚風味),^雅媽吉豚肉野菜火鍋高湯,,,#N/A,,,,,,,,
1722,72510,誠茗冷泡茶(鐵觀音)480ml,誠茗冷泡茶ml,,,#N/A,,,,,,,,
1723,66897,NB9608-BL-L,NBBLL,,,#N/A,,,,,,,,
1724,68326,Elle Vire水果優格-藍莓,ElleVire水果優格藍莓,,,#N/A,,,,,,,,
1725,50160,義大利 玫瑰巧克力禮盒 500G,義大利玫瑰巧克力禮盒G,,,#N/A,,,,,,,,
1726,41826,青椒,青椒,,,#N/A,,,,,,,,
1727,30834,LA VIE AISEE-華歌爾,LAVIEAISEE華歌爾,,,#N/A,,,,,,,,
1728,13509,麵包 85元,麵包元,,,#N/A,,,,,,,,
1729,14451,三多利-濃郁誘惑果汁(葡萄,三多利濃郁誘惑果汁,,,#N/A,,,,,,,,
1730,23403,卡納赫拉玉米棒起司味,卡納赫拉玉米棒起司味,,,#N/A,,,,,,,,
1731,59645,【臺虎精釀×貓下去】聯名調酒-給厭世,聯名調酒給厭世,,,#N/A,,,,,,,,
1732,63567,有機杏鮑菇,有機杏鮑菇,,,#N/A,,,,,,,,
1733,90774,Aohata草莓果醬(無蔗糖)125,Aohata草莓果醬,,,#N/A,,,,,,,,
1734,44818,阿娟原味無加糖優酪乳,阿娟原味無加糖優酪乳,,,#N/A,,,,,,,,
1735,93843,花漾迪奧淡香水-100ml,花漾迪奧淡香水ml,,,#N/A,,,,,,,,
1736,70125,不倒翁辛辣拉麵120g,不倒翁辛辣拉麵g,,,#N/A,,,,,,,,
1737,58614,北田糙米捲-海苔,北田糙米捲海苔,,,#N/A,,,,,,,,
1738,24174,杜老爺曠世奇派巧克力大雪糕,杜老爺曠世奇派巧克力大雪糕,,,#N/A,,,,,,,,
1739,62264,天？製？ 二色最中餅-栗子＆紅豆,天？製？二色最中餅栗子＆紅豆,,,#N/A,,,,,,,,
1740,12278,獅王趣淨洗手慕斯-清爽柑桔,獅王趣淨洗手慕斯清爽柑桔,,,#N/A,,,,,,,,
1741,15843,名模肌密保濕豐唇精華,名模肌密保濕豐唇精華,,,#N/A,,,,,,,,
1742,83356,OHASHI 柚子味柿之種 55G,OHASHI柚子味柿之種G,,,#N/A,,,,,,,,
1743,57965,賽門甜不辣||小吃街,賽門甜不辣||小吃街,,,#N/A,,,,,,,,
1744,69970,Arla馬自拉乾酪絲175g,Arla馬自拉乾酪絲g,,,#N/A,,,,,,,,
1745,96513,起士辣雞,起士辣雞,,,#N/A,,,,,,,,
1746,13093,ZB4690 鋼圈內衣-藍-75-D,ZB鋼圈內衣藍D,,,#N/A,,,,,,,,
1747,7985,瑞士蓮極醇系列-香橙巧克力片 100,瑞士蓮極醇系列香橙巧克力片,,,#N/A,,,,,,,,
1748,74757,FILA衣||運動用品,FILA衣||運動用品,,,#N/A,,,,,,,,
1749,71887,緊緻無痕眼霜,緊緻無痕眼霜,,,#N/A,,,,,,,,
1750,86733,春日井豌豆酥,春日井豌豆酥,,,#N/A,,,,,,,,
1751,14563,光泉農場活蔬紫高麗苗,光泉農場活蔬紫高麗苗,,,#N/A,,,,,,,,
1752,581,飛尼軟糖櫻桃造型100g,飛尼軟糖櫻桃造型g,,,#N/A,,,,,,,,
1753,56025,吉康食品||百貨商品,吉康食品||百貨商品,,,#N/A,,,,,,,,
1754,78214,烹大師 風味調料 干貝,烹大師風味調料干貝,,,#N/A,,,,,,,,
1755,12438,藏元之梅酒濁酒720ml,藏元之梅酒濁酒ml,,,#N/A,,,,,,,,
1756,21366,池上自然農法有機米( 白米)1.5k,池上自然農法有機米k,,,#N/A,,,,,,,,
1757,8643,凱利得-食品,凱利得食品,,,#N/A,,,,,,,,
1758,77885,赤崁糖 椪餅,赤崁糖椪餅,,,#N/A,,,,,,,,
1759,47093,誘光控油雙色粉餅-100,誘光控油雙色粉餅,,,#N/A,,,,,,,,
1760,76194,鮮剖100%純椰汁CAN350,鮮剖純椰汁CAN,,,#N/A,,,,,,,,
1761,82552,Laking,Laking,,,#N/A,,,,,,,,
1762,53485,NS1121-BA-M,NSBAM,,,#N/A,,,,,,,,
1763,14063,樺達奶茶.B櫃-樺澺茶行-該樓,樺達奶茶B櫃樺澺茶行該樓,,,#N/A,,,,,,,,
1764,89069,Alpro職人大豆植物奶1L,Alpro職人大豆植物奶L,,,#N/A,,,,,,,,
1765,53845,丸三低卡抹茶風味調味豆乳200ml,丸三低卡抹茶風味調味豆乳ml,,,#N/A,,,,,,,,
1766,81853,海濤客秀根醬(小管)170G,海濤客秀根醬G,,,#N/A,,,,,,,,
1767,99943,芒果冰茶,芒果冰茶,,,#N/A,,,,,,,,
1768,3476,MAILLE魅雅芥末籽醬210g,MAILLE魅雅芥末籽醬g,,,#N/A,,,,,,,,
1769,15568,新東陽原味肉醬 160g 　,新東陽原味肉醬g　,,,#N/A,,,,,,,,
1770,3651,黑師傅福源花生捲心酥400g,黑師傅福源花生捲心酥g,,,#N/A,,,,,,,,
1771,36539,桂冠蝦球,桂冠蝦球,,,#N/A,,,,,,,,
1772,42773,茉莉茶園芭樂檸檬綠茶600ml,茉莉茶園芭樂檸檬綠茶ml,,,#N/A,,,,,,,,
1773,19804,木棉豆腐,木棉豆腐,,,#N/A,,,,,,,,
1774,46709,Kormosa人蔘雞湯麵(100g*4)440g,Kormosa人蔘雞湯麵g,,,#N/A,,,,,,,,
1775,18261,滿漢大餐酸菜牛肉拌麵,滿漢大餐酸菜牛肉拌麵,,,#N/A,,,,,,,,
1776,37089,真花魚一夜干300g,真花魚一夜干g,,,#N/A,,,,,,,,
1777,60814,BONITA,BONITA,,,#N/A,,,,,,,,
1778,37423,中衛醫療口罩-月河藍30入,中衛醫療口罩月河藍入,,,#N/A,,,,,,,,
1779,98036,B 時蔬+蛋,B時蔬蛋,,,#N/A,,,,,,,,
1780,2859,EBARA 壽喜燒沾醬( 橘) 30,EBARA壽喜燒沾醬,,,#N/A,,,,,,,,
1781,31759,福袋-2000元,福袋元,,,#N/A,,,,,,,,
1782,67005,蒲燒鯛魚丼,蒲燒鯛魚丼,,,#N/A,,,,,,,,
1783,14185,BARONECE||名店休閒服,BARONECE||名店休閒服,,,#N/A,,,,,,,,
1784,46110,喜生日式牛丼米漢堡(3入)480g,喜生日式牛丼米漢堡g,,,#N/A,,,,,,,,
1785,78798,SMUCKERS 覆盆子果醬 340,SMUCKERS覆盆子果醬,,,#N/A,,,,,,,,
1786,23331,栗子羊羹300g,栗子羊羹g,,,#N/A,,,,,,,,
1787,98597,11越南牛肉河粉,越南牛肉河粉,,,#N/A,,,,,,,,
1788,64463,和田順荔枝蜂蜜鮮奶酪130g,和田順荔枝蜂蜜鮮奶酪g,,,#N/A,,,,,,,,
1789,55315,生命之源金萃煥顏露,生命之源金萃煥顏露,,,#N/A,,,,,,,,
1790,31870,迪奧超完美柔霧光氣墊粉餅New Look-#1N,迪奧超完美柔霧光氣墊粉餅NewLook#N,,,#N/A,,,,,,,,
1791,90332,奢華緞面唇膏-72,奢華緞面唇膏,,,#N/A,,,,,,,,
1792,83209,NS2384 三角褲-紅RU-L,NS三角褲紅RUL,,,#N/A,,,,,,,,
1793,95049,克潮2靈吊掛式除濕袋,克潮靈吊掛式除濕袋,,,#N/A,,,,,,,,
1794,61256,21AN_抹茶金萃頂級組,AN_抹茶金萃頂級組,,,#N/A,,,,,,,,
1795,43553,牛頭牌雞汁原味高湯,牛頭牌雞汁原味高湯,,,#N/A,,,,,,,,
1796,49149,高岡屋海苔醬 150G,高岡屋海苔醬G,,,#N/A,,,,,,,,
1797,25448,真好家白胡椒粉40g,真好家白胡椒粉g,,,#N/A,,,,,,,,
1798,30410,誠品拉櫃,誠品拉櫃,,,#N/A,,,,,,,,
1799,23693,老楊精選小麥方塊酥144G,老楊精選小麥方塊酥G,,,#N/A,,,,,,,,
1800,1420,(新)樂迪25-紅 25支,樂迪紅支,,,#N/A,,,,,,,,
1801,19536,多田,多田,,,#N/A,,,,,,,,
1802,11902,眉刷,眉刷,,,#N/A,,,,,,,,
1803,20879,Hagoromo四分義大利麵,Hagoromo四分義大利麵,,,#N/A,,,,,,,,
1804,79414,檸檬奶油護唇膏SPF30-(莓果色),檸檬奶油護唇膏SPF,,,#N/A,,,,,,,,
1805,65148,AS果凍-麝香葡萄風味,AS果凍麝香葡萄風味,,,#N/A,,,,,,,,
1806,4614,用心杏仁奶,用心杏仁奶,,,#N/A,,,,,,,,
1807,88509,牛絞肉,牛絞肉,,,#N/A,,,,,,,,
1808,51574,S{B生蒜醬43g,S,,,#N/A,,,,,,,,
1809,52597,糖燻雞腳,糖燻雞腳,,,#N/A,,,,,,,,
1810,72313,大卷Ｂ,大卷Ｂ,,,#N/A,,,,,,,,
1811,89416,奢華絲絨訂製唇萃  (亞曼尼復古玫瑰系列)-522,奢華絲絨訂製唇萃,,,#N/A,,,,,,,,
1812,103681,俄勞斯芳香室內噴霧,俄勞斯芳香室內噴霧,,,#N/A,,,,,,,,
1813,99412,天然植物乳(微糖)320ml,天然植物乳ml,,,#N/A,,,,,,,,
1814,94014,香奈兒奢華金燦梵,香奈兒奢華金燦梵,,,#N/A,,,,,,,,
1815,88565,(區)博客蒜香黑胡椒雞胸肉(中南),博客蒜香黑胡椒雞胸肉,,,#N/A,,,,,,,,
1816,104634,春日小舖,春日小舖,,,#N/A,,,,,,,,
1817,74067,不倒翁正Q加寬冬粉400g,不倒翁正Q加寬冬粉g,,,#N/A,,,,,,,,
1818,48853,【美食地圖高雄站】厚道吐司雙拼,厚道吐司雙拼,,,#N/A,,,,,,,,
1819,17097,PB西服,PB西服,,,#N/A,,,,,,,,
1820,77358,太陽輕吻訂製鑽光潤唇膏,太陽輕吻訂製鑽光潤唇膏,,,#N/A,,,,,,,,
1821,25729,思詩樂化粧綿超薄120枚(2盒入1組),思詩樂化粧綿超薄枚,,,#N/A,,,,,,,,
1822,37663,媽舒抽取無粉手套 L,媽舒抽取無粉手套L,,,#N/A,,,,,,,,
1823,103551,(熱壓土司)泰式打拋雞,泰式打拋雞,,,#N/A,,,,,,,,
1824,3170,巧趣多布丁狗疊疊樂覆盆子軟糖 27G,巧趣多布丁狗疊疊樂覆盆子軟糖G,,,#N/A,,,,,,,,
1825,39505,DEVE玫瑰滋養洗面乳,DEVE玫瑰滋養洗面乳,,,#N/A,,,,,,,,
1826,16153,三角湧蒜味大蠶豆,三角湧蒜味大蠶豆,,,#N/A,,,,,,,,
1827,68296,香菇蛤蠣雞,香菇蛤蠣雞,,,#N/A,,,,,,,,
1828,18606,*GARDENI,GARDENI,,,#N/A,,,,,,,,
1829,19516,法藍舶恩,法藍舶恩,,,#N/A,,,,,,,,
1830,56965,初鹿 牛奶雪餅,初鹿牛奶雪餅,,,#N/A,,,,,,,,
1831,91938,幸福米穀-乳酸菌果乾堅果穀麥250G,幸福米穀乳酸菌果乾堅果穀麥G,,,#N/A,,,,,,,,
1832,12430,倩碧三步驟溫和潔膚水-3號,倩碧三步驟溫和潔膚水號,,,#N/A,,,,,,,,
1833,24014,寄情水ABSOLU男性淡香精,寄情水ABSOLU男性淡香精,,,#N/A,,,,,,,,
1834,5929,涼拌牛肉,涼拌牛肉,,,#N/A,,,,,,,,
1835,37979,BLEU DE CHANEL 藍色男性隨身淡,BLEUDECHANEL藍色男性隨身淡,,,#N/A,,,,,,,,
1836,96460,豬肉梅花肉塊,豬肉梅花肉塊,,,#N/A,,,,,,,,
1837,98521,丹麥優格水果軟糖100g,丹麥優格水果軟糖g,,,#N/A,,,,,,,,
1838,29018,真飽牛丼,真飽牛丼,,,#N/A,,,,,,,,
1839,37356,青檸羅勒與柑橘 室內香氛 175ml,青檸羅勒與柑橘室內香氛ml,,,#N/A,,,,,,,,
1840,74856,路易菲利普晚摘甜白葡萄酒,路易菲利普晚摘甜白葡萄酒,,,#N/A,,,,,,,,
1841,42073,美國特優帶骨牛小排,美國特優帶骨牛小排,,,#N/A,,,,,,,,
1842,100866,OB水梨風味氣泡水330ml,OB水梨風味氣泡水ml,,,#N/A,,,,,,,,
1843,28975,野村美樂圓餅/紅,野村美樂圓餅紅,,,#N/A,,,,,,,,
1844,25712,RUSTICHELLA 義大利麵(筆,RUSTICHELLA義大利麵,,,#N/A,,,,,,,,
1845,20708,綜合鮪魚壽司盛合,綜合鮪魚壽司盛合,,,#N/A,,,,,,,,
1846,17064,NAUTICA||名店西服 名店休閒服,NAUTICA||名店西服名店休閒服,,,#N/A,,,,,,,,
1847,4740,240元,元,,,#N/A,,,,,,,,
1848,60751,RING,RING,,,#N/A,,,,,,,,
1849,1600,法朋-經典餅乾鐵盒(春節版),法朋經典餅乾鐵盒,,,#N/A,,,,,,,,
1850,102346,金蘭雪花釀 500G,金蘭雪花釀G,,,#N/A,,,,,,,,
1851,103900,OK玉米脆片-起司風味 200G,OK玉米脆片起司風味G,,,#N/A,,,,,,,,
1852,74503,能量里肌小排,能量里肌小排,,,#N/A,,,,,,,,
1853,61408,宮保雞丁便當,宮保雞丁便當,,,#N/A,,,,,,,,
1854,4418,(A)吉士豬肉堡加蛋,吉士豬肉堡加蛋,,,#N/A,,,,,,,,
